gender,age,Investment_Avenues,Mutual_Funds,Equity_Market,Debentures,Government_Bonds,Fixed_Deposits,PPF,Gold,Stock_Marktet,Factor,Objective,Purpose,Duration,Invest_Monitor,Expect,Avenue,What are your savings objectives?,Reason_Equity,Reason_Mutual,Reason_Bonds,Reason_FD,Source
Male,28,Yes,3,5,6,2,6,2,5,Yes,Risk,Capital Appreciation,Savings for Future,1-3 years,Monthly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Female,25,Yes,4,2,4,5,4,1,6,Yes,Risk,Income,Wealth Creation,1-3 years,Monthly,20%-30%,Mutual Fund,Health Care,Capital Appreciation,Better Returns,Assured Returns,High Interest Rates,Newspapers and Magazines
Male,27,Yes,2,3,7,5,3,2,4,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Tax Incentives,Fixed Returns,Financial Consultants
Female,30,Yes,2,2,6,3,2,3,5,Yes,Returns,Capital Appreciation,Returns,3-5 years,Daily,20%-30%,Equity,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,35,Yes,1,2,5,4,1,3,7,Yes,Returns,Income,Wealth Creation,1-3 years,Weekly,30%-40%,Equity,Education,Dividend,Fund Diversification,Assured Returns,Risk Free,Television
Male,24,Yes,4,4,6,2,1,2,7,Yes,Risk,Capital Appreciation,Savings for Future,1-3 years,Monthly,10%-20%,Mutual Fund,Retirement Plan,Dividend,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Male,26,Yes,2,3,7,4,1,1,6,No,Returns,Growth,Wealth Creation,1-3 years,Monthly,30%-40%,Mutual Fund,Retirement Plan,Dividend,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,22,Yes,2,3,4,2,3,2,7,Yes,Returns,Capital Appreciation,Savings for Future,1-3 years,Weekly,20%-30%,Public Provident Fund,Retirement Plan,Dividend,Tax Benefits,Safe Investment,Risk Free,Financial Consultants
Male,28,Yes,1,3,7,3,3,1,5,Yes,Risk,Capital Appreciation,Savings for Future,1-3 years,Monthly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Newspapers and Magazines
Male,31,Yes,1,1,4,3,3,4,7,Yes,Returns,Capital Appreciation,Savings for Future,3-5 years,Monthly,20%-30%,Mutual Fund,Health Care,Liquidity,Fund Diversification,Assured Returns,Risk Free,Financial Consultants
Male,29,Yes,2,3,5,2,4,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Newspapers and Magazines
Male,35,Yes,3,2,7,5,1,3,5,Yes,Returns,Growth,Wealth Creation,1-3 years,Monthly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Newspapers and Magazines
Female,25,No,2,2,7,7,1,1,5,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,20%-30%,Mutual Fund,Education,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Male,34,Yes,2,4,3,1,1,1,5,No,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,10%-20%,Mutual Fund,Health Care,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Newspapers and Magazines
Male,29,Yes,1,2,5,5,2,3,6,Yes,Locking Period,Capital Appreciation,Savings for Future,3-5 years,Monthly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Internet
